ROW_ID,ORDER_ID,ORDER_DATE,SHIP_DATE,SHIP_MODE,CUSTOMER_ID,PRODUCT_ID,SALES,QUANTITY,DISCOUNT,PROFIT,ID_EMPLOYEE
4613,US-2017-165953,31/12/2016,6/1/2017,Standard Class,EP-13915,OFF-AR-10000588,47.616,3,0.2,3.5712,7
4614,US-2017-165953,31/12/2016,6/1/2017,Standard Class,EP-13915,OFF-PA-10002250,23.48,5,0.2,8.218,3
4615,CA-2016-144540,5/9/2016,10/9/2016,Standard Class,GH-14410,OFF-AP-10002457,62.79,3,0.8,-166.3935,7
4616,CA-2016-144540,5/9/2016,10/9/2016,Standard Class,GH-14410,OFF-FA-10002763,28.44,9,0.2,4.266,8
4617,CA-2015-159863,4/9/2015,7/9/2015,Second Class,DS-13180,TEC-AC-10000109,134.376,3,0.2,6.7188,9
4618,CA-2015-117800,21/9/2015,26/9/2015,Standard Class,TH-21550,TEC-PH-10002415,589.9,2,0,147.475,6
4619,CA-2015-117800,21/9/2015,26/9/2015,Standard Class,TH-21550,FUR-CH-10000785,542.94,3,0,141.1644,5
4620,CA-2017-145219,24/12/2017,25/12/2017,First Class,RM-19675,TEC-CO-10001449,2879.952,6,0.2,1007.9832,8
4621,CA-2017-145219,24/12/2017,25/12/2017,First Class,RM-19675,OFF-BI-10001670,90.48,3,0.2,33.93,6
4622,CA-2015-161214,5/10/2015,8/10/2015,Second Class,SF-20965,OFF-ST-10001328,77.55,5,0,21.714,2
4623,CA-2017-147228,9/9/2017,14/9/2017,Standard Class,SO-20335,OFF-SU-10001225,8.832,3,0.2,-1.9872,8
4624,CA-2017-147228,9/9/2017,14/9/2017,Standard Class,SO-20335,OFF-PA-10000357,177.536,4,0.2,62.1376,6
4625,CA-2017-147228,9/9/2017,14/9/2017,Standard Class,SO-20335,OFF-ST-10000046,258.48,2,0.2,-3.231,8
4626,CA-2017-147228,9/9/2017,14/9/2017,Standard Class,SO-20335,FUR-FU-10000023,14.136,3,0.2,4.2408,7
4627,CA-2016-101336,13/11/2016,18/11/2016,Standard Class,CK-12760,OFF-ST-10003455,77.55,5,0,20.163,8
4628,CA-2016-101336,13/11/2016,18/11/2016,Standard Class,CK-12760,OFF-ST-10000876,24.88,2,0,6.9664,6
4629,CA-2016-101336,13/11/2016,18/11/2016,Standard Class,CK-12760,OFF-AR-10003582,140.75,5,0,39.41,7
4630,CA-2016-101336,13/11/2016,18/11/2016,Standard Class,CK-12760,OFF-ST-10004258,36.63,3,0,9.8901,8
4631,US-2015-126235,15/10/2015,15/10/2015,Same Day,GA-14725,FUR-FU-10000719,17.14,2,0,6.1704,3
4632,CA-2017-168396,3/8/2017,8/8/2017,Second Class,BD-11725,OFF-LA-10001297,51.75,5,0,24.84,8
4633,CA-2017-168396,3/8/2017,8/8/2017,Second Class,BD-11725,FUR-FU-10000723,123.96,3,0,11.1564,9
4634,CA-2015-130456,21/8/2015,26/8/2015,Standard Class,DS-13180,FUR-BO-10003893,586.398,6,0.15,34.494,7
4635,CA-2015-130456,21/8/2015,26/8/2015,Standard Class,DS-13180,OFF-ST-10000736,80.98,1,0,3.2392,8
4636,CA-2017-116288,12/3/2017,17/3/2017,Standard Class,BS-11380,OFF-ST-10000736,242.94,3,0,9.7176,6
4637,CA-2017-168228,27/4/2017,29/4/2017,First Class,AP-10915,OFF-AR-10003373,123.92,4,0,33.4584,1
4638,CA-2017-168228,27/4/2017,29/4/2017,First Class,AP-10915,OFF-AR-10000390,12.39,3,0,5.6994,9
4639,CA-2017-168228,27/4/2017,29/4/2017,First Class,AP-10915,OFF-AR-10001725,47.3,2,0,12.298,6
4640,CA-2016-102162,11/9/2016,16/9/2016,Standard Class,JF-15565,TEC-CO-10001943,1599.92,8,0,751.9624,1
4641,CA-2016-102162,11/9/2016,16/9/2016,Standard Class,JF-15565,OFF-EN-10002312,11.09,1,0,5.4341,8
4642,CA-2017-130141,22/10/2017,24/10/2017,Second Class,HA-14905,OFF-BI-10000831,3.168,4,0.7,-2.5344,9
4643,CA-2017-130141,22/10/2017,24/10/2017,Second Class,HA-14905,FUR-CH-10000749,579.136,4,0.2,-28.9568,9
4644,CA-2015-147501,2/8/2015,6/8/2015,Standard Class,Co-12640,OFF-BI-10002003,6.368,2,0.2,2.1492,2
4645,CA-2015-147501,2/8/2015,6/8/2015,Standard Class,Co-12640,TEC-MA-10001972,558.4,2,0.2,41.88,7
4646,CA-2016-143910,12/8/2016,16/8/2016,Standard Class,BC-11125,FUR-CH-10000225,145.764,2,0.1,-8.098,5
4647,CA-2014-146885,30/5/2014,5/6/2014,Standard Class,EB-13840,OFF-PA-10001622,13.62,3,0,6.129,6
4648,CA-2016-139556,26/4/2016,1/5/2016,Standard Class,DB-13360,FUR-CH-10004983,434.646,3,0.1,62.7822,7
4649,CA-2017-129357,14/5/2017,19/5/2017,Standard Class,KB-16585,OFF-PA-10003228,440.19,9,0,206.8893,6
4650,CA-2017-129357,14/5/2017,19/5/2017,Standard Class,KB-16585,OFF-SU-10004498,64.4,5,0,1.932,8
4651,CA-2017-150987,8/4/2017,12/4/2017,Standard Class,AH-10120,OFF-PA-10001878,244.55,5,0,114.9385,9
4652,CA-2017-150987,8/4/2017,12/4/2017,Standard Class,AH-10120,OFF-PA-10002923,195.76,4,0,97.88,5
4653,CA-2017-132647,17/2/2017,23/2/2017,Standard Class,GH-14410,OFF-PA-10001838,11.76,2,0,5.7624,8
4654,CA-2017-132647,17/2/2017,23/2/2017,Standard Class,GH-14410,OFF-ST-10003123,166.45,5,0,39.948,9
4655,CA-2017-159107,24/6/2017,26/6/2017,Second Class,KT-16480,OFF-FA-10001332,2.88,1,0,1.3536,8
4656,CA-2014-160738,5/5/2014,10/5/2014,Standard Class,KH-16330,OFF-ST-10003442,45.248,2,0.2,3.9592,6
4657,CA-2015-112130,3/5/2015,7/5/2015,Standard Class,SV-20785,OFF-AR-10001468,59.904,2,0.2,14.2272,6
4658,CA-2015-112130,3/5/2015,7/5/2015,Standard Class,SV-20785,OFF-AP-10003266,23.696,2,0.2,6.5164,4
4659,CA-2015-112130,3/5/2015,7/5/2015,Standard Class,SV-20785,OFF-PA-10002230,7.968,2,0.2,2.8884,8
4660,CA-2015-112130,3/5/2015,7/5/2015,Standard Class,SV-20785,OFF-AP-10003622,18.2,7,0.2,2.0475,7
4661,CA-2015-112130,3/5/2015,7/5/2015,Standard Class,SV-20785,TEC-AC-10001542,27.552,3,0.2,-0.3444,1
4662,CA-2015-112130,3/5/2015,7/5/2015,Standard Class,SV-20785,FUR-CH-10002965,844.116,6,0.3,-36.1764,9
4663,CA-2015-112130,3/5/2015,7/5/2015,Standard Class,SV-20785,OFF-ST-10000563,76.752,3,0.2,-9.594,3
4664,CA-2016-111409,18/9/2016,22/9/2016,Standard Class,PO-18850,OFF-LA-10002787,3,1,0.2,1.05,8
4665,CA-2016-116232,22/9/2016,26/9/2016,Standard Class,AC-10450,OFF-BI-10004022,7.506,9,0.7,-6.0048,8
4666,CA-2016-116232,22/9/2016,26/9/2016,Standard Class,AC-10450,OFF-LA-10001158,16.56,2,0.2,5.796,6
4667,CA-2016-116547,10/1/2016,17/1/2016,Standard Class,KB-16585,FUR-FU-10000076,79.92,4,0,34.3656,4
4668,CA-2016-116547,10/1/2016,17/1/2016,Standard Class,KB-16585,TEC-AC-10002335,69.98,2,0,13.2962,1
4669,US-2017-133200,6/5/2017,11/5/2017,Standard Class,DB-13555,OFF-BI-10002827,11.06,10,0.8,-18.802,9
4670,US-2017-133200,6/5/2017,11/5/2017,Standard Class,DB-13555,FUR-BO-10001601,623.4648,7,0.32,-119.1918,8
4671,US-2017-133200,6/5/2017,11/5/2017,Standard Class,DB-13555,OFF-ST-10001932,772.68,5,0.2,-57.951,1
4672,CA-2016-133550,31/7/2016,6/8/2016,Standard Class,KL-16645,OFF-AP-10001005,283.14,4,0.1,72.358,7
4673,CA-2016-133550,31/7/2016,6/8/2016,Standard Class,KL-16645,TEC-PH-10004042,635.96,4,0,165.3496,8
4674,CA-2016-133550,31/7/2016,6/8/2016,Standard Class,KL-16645,TEC-PH-10001079,118.99,1,0,33.3172,7
4675,CA-2016-133550,31/7/2016,6/8/2016,Standard Class,KL-16645,FUR-FU-10002918,272.94,3,0,30.0234,4
4676,CA-2017-139416,27/3/2017,29/3/2017,Second Class,AG-10270,FUR-FU-10003832,15.008,2,0.2,1.5008,6
4677,CA-2014-114510,14/3/2014,19/3/2014,Standard Class,JF-15295,OFF-BI-10001617,33.088,4,0.2,11.1672,9
4678,CA-2014-114510,14/3/2014,19/3/2014,Standard Class,JF-15295,OFF-ST-10000736,80.98,1,0,3.2392,8
4679,CA-2014-114510,14/3/2014,19/3/2014,Standard Class,JF-15295,TEC-AC-10004877,82.8,12,0,6.624,6
4680,CA-2014-114510,14/3/2014,19/3/2014,Standard Class,JF-15295,OFF-ST-10003221,21.36,2,0,5.7672,9
4681,CA-2014-114510,14/3/2014,19/3/2014,Standard Class,JF-15295,OFF-BI-10003007,62.048,2,0.2,20.1656,6
4682,CA-2016-169215,14/7/2016,18/7/2016,Second Class,RE-19450,OFF-FA-10000936,29.61,9,0,13.3245,6
4683,CA-2016-127698,1/12/2016,1/12/2016,Same Day,MV-18190,TEC-PH-10003811,863.928,9,0.2,86.3928,7
4684,CA-2016-159912,29/8/2016,3/9/2016,Standard Class,GB-14530,FUR-TA-10004152,241.92,4,0.4,-56.448,6
4685,CA-2016-159912,29/8/2016,3/9/2016,Standard Class,GB-14530,FUR-BO-10002853,163.88,4,0.5,-81.94,9
4686,CA-2016-159912,29/8/2016,3/9/2016,Standard Class,GB-14530,OFF-BI-10002071,3.486,2,0.7,-2.7888,1
4687,CA-2016-159912,29/8/2016,3/9/2016,Standard Class,GB-14530,OFF-FA-10000053,10.584,7,0.2,-2.3814,9
4688,CA-2016-101987,24/6/2016,30/6/2016,Standard Class,HL-15040,TEC-PH-10001305,440.91,9,0,123.4548,7
4689,US-2017-154851,30/3/2017,3/4/2017,Standard Class,BP-11155,OFF-BI-10001525,5.715,5,0.7,-4.7625,4
4690,CA-2014-138681,20/12/2014,22/12/2014,First Class,CT-11995,FUR-FU-10001876,51.968,2,0.2,10.3936,6
4691,CA-2014-138681,20/12/2014,22/12/2014,First Class,CT-11995,TEC-AC-10003628,71.976,3,0.2,21.5928,8
4692,CA-2014-138681,20/12/2014,22/12/2014,First Class,CT-11995,FUR-CH-10004860,242.352,3,0.2,-42.4116,6
4693,CA-2014-138681,20/12/2014,22/12/2014,First Class,CT-11995,OFF-PA-10000357,221.92,5,0.2,77.672,4
4694,CA-2014-138681,20/12/2014,22/12/2014,First Class,CT-11995,OFF-PA-10003270,8.448,2,0.2,2.64,2
4695,US-2015-138121,17/12/2015,17/12/2015,Same Day,JL-15835,OFF-BI-10000320,29.52,4,0,14.4648,5
4696,US-2015-138121,17/12/2015,17/12/2015,Same Day,JL-15835,FUR-CH-10003846,302.94,3,0,48.4704,4
4697,US-2015-138121,17/12/2015,17/12/2015,Same Day,JL-15835,FUR-CH-10004875,142.36,2,0,38.4372,7
4698,US-2015-138121,17/12/2015,17/12/2015,Same Day,JL-15835,FUR-CH-10003817,546.66,9,0,136.665,7
4699,US-2015-138121,17/12/2015,17/12/2015,Same Day,JL-15835,FUR-FU-10002116,212.13,3,0,14.8491,6
4700,CA-2017-140298,11/5/2017,17/5/2017,Standard Class,JK-16120,OFF-AR-10003481,5.248,2,0.2,0.5904,6
4701,CA-2017-140298,11/5/2017,17/5/2017,Standard Class,JK-16120,OFF-ST-10004180,74.416,2,0.2,-14.8832,7
4702,CA-2017-140298,11/5/2017,17/5/2017,Standard Class,JK-16120,OFF-PA-10003657,6.848,2,0.2,2.14,7
4703,CA-2017-140298,11/5/2017,17/5/2017,Standard Class,JK-16120,FUR-FU-10001967,7.996,1,0.6,-6.9965,4
4704,CA-2016-166240,24/6/2016,28/6/2016,Standard Class,DH-13075,OFF-AP-10002082,8.712,2,0.8,-19.602,8
4705,CA-2016-158435,17/5/2016,18/5/2016,First Class,AG-10900,OFF-SU-10000381,65.17,7,0,18.8993,2
4706,CA-2016-158435,17/5/2016,18/5/2016,First Class,AG-10900,OFF-LA-10002475,14.62,2,0,6.8714,8
4707,CA-2016-158435,17/5/2016,18/5/2016,First Class,AG-10900,FUR-FU-10003975,173.24,4,0,17.324,9
4708,CA-2017-138149,29/6/2017,30/6/2017,First Class,WB-21850,OFF-BI-10003091,895.92,5,0.2,302.373,6
4709,CA-2017-138149,29/6/2017,30/6/2017,First Class,WB-21850,OFF-ST-10002974,130.71,3,0,39.213,6
4710,CA-2017-138149,29/6/2017,30/6/2017,First Class,WB-21850,OFF-AR-10000255,11.68,2,0,3.0368,4
4711,CA-2017-138149,29/6/2017,30/6/2017,First Class,WB-21850,TEC-AC-10001284,62.31,3,0,22.4316,4
4712,CA-2014-112403,31/3/2014,31/3/2014,Same Day,JO-15280,OFF-BI-10003529,0.852,1,0.7,-0.5964,5
4713,CA-2014-108273,16/12/2014,21/12/2014,Standard Class,EJ-13720,OFF-PA-10000029,36.288,7,0.2,12.7008,2
4714,CA-2014-108273,16/12/2014,21/12/2014,Standard Class,EJ-13720,FUR-FU-10002116,56.568,2,0.6,-74.9526,7
4715,CA-2017-121643,18/5/2017,20/5/2017,First Class,AB-10105,TEC-PH-10002200,344.704,2,0.2,38.7792,9
4716,US-2015-122910,12/5/2015,16/5/2015,Standard Class,LT-16765,TEC-PH-10000441,201.584,2,0.2,20.1584,6
4717,CA-2017-143126,3/12/2017,7/12/2017,Second Class,CM-12655,FUR-TA-10002958,521.96,2,0,88.7332,4
4718,CA-2015-129042,12/12/2015,17/12/2015,Standard Class,EM-13960,OFF-AR-10001662,8.22,3,0,2.2194,7
4719,CA-2015-109736,10/10/2015,11/10/2015,First Class,DJ-13420,OFF-PA-10004101,45.36,7,0,21.7728,6
4720,CA-2015-142601,18/4/2015,20/4/2015,Second Class,DE-13255,OFF-ST-10002756,947.17,7,0,9.4717,1
4721,CA-2015-142601,18/4/2015,20/4/2015,Second Class,DE-13255,OFF-PA-10000483,61.96,2,0,27.882,8
4722,CA-2014-106229,7/6/2014,11/6/2014,Second Class,NR-18550,FUR-TA-10002041,268.935,3,0.5,-209.7693,7
4723,US-2017-135230,1/9/2017,7/9/2017,Standard Class,CK-12325,OFF-AR-10001166,7.58,1,0,2.9562,7
4724,CA-2016-159653,22/5/2016,22/5/2016,Same Day,JF-15490,OFF-LA-10004345,14.73,3,0,7.2177,8
4725,CA-2016-131968,11/11/2016,15/11/2016,Standard Class,LB-16795,OFF-BI-10002852,9.888,2,0.7,-6.9216,7
4726,CA-2016-131968,11/11/2016,15/11/2016,Standard Class,LB-16795,OFF-AP-10001058,671.544,3,0.2,50.3658,8
4727,CA-2014-119151,25/11/2014,29/11/2014,Second Class,MP-18175,OFF-ST-10003470,1117.92,4,0,55.896,8
4728,CA-2014-119151,25/11/2014,29/11/2014,Second Class,MP-18175,FUR-BO-10003159,275.952,3,0.2,-37.9434,6
4729,CA-2014-123323,7/11/2014,12/11/2014,Standard Class,LH-16900,OFF-BI-10003684,123.144,7,0.2,46.179,6
4730,CA-2016-124681,18/7/2016,23/7/2016,Second Class,SV-20935,TEC-AC-10000487,15.576,3,0.2,3.3099,8
4731,US-2015-103996,29/3/2015,31/3/2015,Second Class,RB-19435,OFF-PA-10001736,212.64,6,0,99.9408,8
4732,US-2015-103996,29/3/2015,31/3/2015,Second Class,RB-19435,OFF-PA-10001609,9.87,3,0,4.5402,8
4733,US-2015-103996,29/3/2015,31/3/2015,Second Class,RB-19435,TEC-AC-10003116,53.25,3,0,20.7675,7
4734,US-2015-103996,29/3/2015,31/3/2015,Second Class,RB-19435,FUR-FU-10004586,19.92,3,0,9.5616,7
4735,CA-2016-120530,7/4/2016,12/4/2016,Standard Class,Dl-13600,FUR-CH-10000454,658.746,3,0.1,146.388,1
4736,CA-2015-155054,13/6/2015,19/6/2015,Standard Class,PS-19045,OFF-BI-10004970,8.26,2,0,3.8822,5
4737,CA-2015-155054,13/6/2015,19/6/2015,Standard Class,PS-19045,OFF-BI-10002824,29.84,2,0,13.428,3
4738,CA-2015-155054,13/6/2015,19/6/2015,Standard Class,PS-19045,TEC-AC-10003657,67.98,2,0,14.9556,6
4739,CA-2015-105725,18/2/2015,24/2/2015,Standard Class,GT-14755,OFF-LA-10003510,61.06,2,0,28.0876,8
4740,CA-2015-105725,18/2/2015,24/2/2015,Standard Class,GT-14755,FUR-TA-10001676,35.544,1,0.2,-0.8886,6
4741,CA-2017-164364,12/11/2017,16/11/2017,Standard Class,CS-12355,OFF-LA-10004853,9.96,2,0,4.5816,4
4742,CA-2017-164364,12/11/2017,16/11/2017,Standard Class,CS-12355,OFF-AR-10000315,9.21,3,0,2.3025,6
4743,CA-2017-164364,12/11/2017,16/11/2017,Standard Class,CS-12355,OFF-SU-10000381,27.93,3,0,8.0997,6
4744,CA-2017-168123,5/3/2017,5/3/2017,Same Day,JD-16060,OFF-FA-10002763,7.9,2,0,2.528,5
4745,CA-2017-168123,5/3/2017,5/3/2017,Same Day,JD-16060,OFF-ST-10000877,221.16,4,0,57.5016,6
4746,CA-2017-168123,5/3/2017,5/3/2017,Same Day,JD-16060,OFF-BI-10001071,127.96,2,0,62.7004,8
4747,CA-2017-168123,5/3/2017,5/3/2017,Same Day,JD-16060,OFF-BI-10001097,18.69,3,0,9.1581,7
4748,CA-2016-120005,3/3/2016,3/3/2016,Same Day,TS-21160,OFF-SU-10004782,25.35,3,0,7.605,3
4749,CA-2016-120005,3/3/2016,3/3/2016,Same Day,TS-21160,FUR-FU-10000672,35.28,3,0,11.9952,6
4750,CA-2016-123526,24/12/2016,25/12/2016,First Class,BV-11245,OFF-PA-10002986,33.4,5,0,16.032,9
4751,CA-2016-127649,7/10/2016,9/10/2016,First Class,DL-13495,TEC-MA-10001972,837.6,3,0.2,62.82,7
4752,CA-2016-159989,9/12/2016,13/12/2016,Standard Class,EB-13870,TEC-PH-10000169,40.68,3,0.2,-9.153,5
4753,CA-2017-103499,20/11/2017,24/11/2017,Standard Class,ES-14020,FUR-CH-10001482,209.568,2,0.2,-23.5764,8
4754,US-2015-167220,12/12/2015,16/12/2015,Standard Class,JB-15925,TEC-AC-10002018,22.368,4,0.2,6.4308,7
4755,CA-2017-126354,3/2/2017,8/2/2017,Standard Class,SC-20380,OFF-BI-10000301,3.882,2,0.7,-2.588,2
4756,CA-2017-126354,3/2/2017,8/2/2017,Standard Class,SC-20380,OFF-PA-10004381,115.296,3,0.2,40.3536,9
4757,CA-2017-169817,21/9/2017,25/9/2017,Standard Class,EB-13870,OFF-BI-10004141,1.908,2,0.7,-1.5264,6
4758,US-2017-144582,30/4/2017,5/5/2017,Standard Class,TC-21475,OFF-BI-10001575,43.372,7,0.8,-69.3952,9
4759,CA-2014-121573,3/11/2014,7/11/2014,Standard Class,SG-20605,TEC-PH-10000984,783.96,4,0,219.5088,8
4760,CA-2014-121573,3/11/2014,7/11/2014,Standard Class,SG-20605,OFF-BI-10000666,48.896,2,0.2,18.336,9
4761,CA-2014-121573,3/11/2014,7/11/2014,Standard Class,SG-20605,OFF-BI-10003712,7.856,2,0.2,2.8478,5
4762,CA-2016-117660,30/12/2016,4/1/2017,Standard Class,BM-11785,OFF-LA-10003720,5.904,2,0.2,1.9926,8
4763,CA-2016-117660,30/12/2016,4/1/2017,Standard Class,BM-11785,OFF-SU-10001664,13.712,2,0.2,1.0284,2
4764,CA-2014-112851,17/9/2014,21/9/2014,Standard Class,NR-18550,OFF-EN-10001453,182.94,3,0,85.9818,7
4765,CA-2017-123701,24/11/2017,27/11/2017,First Class,PG-18820,OFF-AR-10001860,27.76,4,0,9.9936,7
4766,CA-2015-118227,24/4/2015,28/4/2015,Standard Class,DB-13270,OFF-AR-10001044,25.99,1,0,7.5371,9
4767,CA-2015-123155,9/3/2015,12/3/2015,First Class,NS-18640,TEC-AC-10002473,113.52,5,0.2,29.799,5
4768,CA-2015-123155,9/3/2015,12/3/2015,First Class,NS-18640,TEC-PH-10001809,359.88,3,0.2,22.4925,8
4769,CA-2017-158883,2/6/2017,3/6/2017,Same Day,CS-11860,OFF-PA-10004733,25.344,4,0.2,9.1872,2
4770,US-2016-114888,19/9/2016,24/9/2016,Second Class,CC-12430,OFF-BI-10003355,11.952,3,0.2,4.1832,7
4771,US-2016-114888,19/9/2016,24/9/2016,Second Class,CC-12430,OFF-SU-10001212,6.24,3,0,1.872,9
4772,US-2014-167262,31/10/2014,3/11/2014,Second Class,AC-10450,TEC-PH-10000486,742.336,8,0.2,83.5128,8
4773,CA-2017-119746,23/11/2017,27/11/2017,Standard Class,CM-12385,FUR-FU-10004909,6.464,1,0.6,-4.04,2
4774,CA-2017-119746,23/11/2017,27/11/2017,Standard Class,CM-12385,OFF-LA-10001613,11.52,5,0.2,4.176,8
4775,CA-2017-119746,23/11/2017,27/11/2017,Standard Class,CM-12385,TEC-PH-10004447,222.384,2,0.2,16.6788,3
4776,CA-2017-108091,16/11/2017,21/11/2017,Standard Class,EK-13795,OFF-AR-10000255,23.36,4,0,6.0736,4
4777,CA-2016-101630,19/2/2016,23/2/2016,Second Class,CK-12760,OFF-LA-10004425,8.67,3,0,4.0749,4
4778,CA-2016-101630,19/2/2016,23/2/2016,Second Class,CK-12760,OFF-SU-10001664,25.71,3,0,6.6846,6
4779,CA-2017-132346,7/11/2017,11/11/2017,Standard Class,PK-19075,OFF-AP-10000696,100.94,7,0,33.3102,7
4780,CA-2014-150301,8/7/2014,10/7/2014,First Class,MH-18025,FUR-CH-10002647,63.882,1,0.1,10.647,7
4781,CA-2014-159310,7/11/2014,12/11/2014,Standard Class,SC-20725,FUR-CH-10002758,683.144,4,0.3,0,8
4782,CA-2014-159310,7/11/2014,12/11/2014,Standard Class,SC-20725,OFF-BI-10000201,1.476,3,0.8,-2.214,4
4783,CA-2014-159310,7/11/2014,12/11/2014,Standard Class,SC-20725,OFF-SU-10004115,40.712,7,0.2,3.5623,8
4784,US-2017-147984,28/1/2017,1/2/2017,Standard Class,GB-14575,OFF-PA-10000806,279.9,5,0,137.151,4
4785,CA-2015-104346,11/12/2015,16/12/2015,Standard Class,IM-15070,OFF-AR-10001473,13.12,5,0.2,1.148,9
4786,CA-2015-104346,11/12/2015,16/12/2015,Standard Class,IM-15070,FUR-BO-10003450,69.576,4,0.7,-143.7904,1
4787,CA-2015-104346,11/12/2015,16/12/2015,Standard Class,IM-15070,OFF-AR-10001545,4.224,3,0.2,0.4752,2
4788,CA-2015-104346,11/12/2015,16/12/2015,Standard Class,IM-15070,TEC-AC-10004396,58.08,4,0.2,-6.534,9
4789,CA-2015-104346,11/12/2015,16/12/2015,Standard Class,IM-15070,FUR-FU-10002456,52.416,9,0.2,15.0696,8
4790,CA-2015-104346,11/12/2015,16/12/2015,Standard Class,IM-15070,FUR-FU-10001473,54.92,5,0.2,10.984,6
4791,CA-2015-104346,11/12/2015,16/12/2015,Standard Class,IM-15070,FUR-TA-10000849,364.95,5,0.5,-248.166,8
4792,CA-2015-104346,11/12/2015,16/12/2015,Standard Class,IM-15070,OFF-PA-10001166,85.056,3,0.2,28.7064,8
4793,CA-2015-104346,11/12/2015,16/12/2015,Standard Class,IM-15070,OFF-PA-10003256,27.696,3,0.2,9.6936,4
4794,US-2015-141684,29/6/2015,4/7/2015,Standard Class,MM-18055,OFF-PA-10002870,24.96,4,0,11.232,2
4795,CA-2015-144722,16/3/2015,23/3/2015,Standard Class,MF-18250,FUR-FU-10001215,43.13,1,0,18.1146,8
4796,CA-2015-120516,13/8/2015,17/8/2015,Standard Class,CK-12595,OFF-BI-10004187,5.64,3,0,2.7072,9
4797,US-2016-148901,14/5/2016,19/5/2016,Standard Class,MK-17905,OFF-BI-10001718,57.582,3,0.7,-44.1462,8
4798,US-2016-148901,14/5/2016,19/5/2016,Standard Class,MK-17905,OFF-PA-10004983,31.104,6,0.2,10.8864,6
4799,US-2016-148901,14/5/2016,19/5/2016,Standard Class,MK-17905,FUR-FU-10002396,30.192,3,0.2,8.3028,9
4800,US-2016-148901,14/5/2016,19/5/2016,Standard Class,MK-17905,TEC-PH-10003988,43.6,5,0.2,4.36,1
4801,US-2016-148901,14/5/2016,19/5/2016,Standard Class,MK-17905,OFF-AR-10002467,4.768,2,0.2,0.4172,5
4802,US-2016-148901,14/5/2016,19/5/2016,Standard Class,MK-17905,OFF-BI-10004002,10.38,2,0.7,-7.612,4
4803,US-2016-148901,14/5/2016,19/5/2016,Standard Class,MK-17905,OFF-BI-10002309,13.392,8,0.7,-9.8208,6
4804,CA-2017-136364,13/7/2017,17/7/2017,Second Class,MH-17455,TEC-PH-10003885,39.594,1,0.4,-7.2589,4
4805,CA-2017-136364,13/7/2017,17/7/2017,Second Class,MH-17455,FUR-FU-10002501,91.008,9,0.2,19.3392,8
4806,CA-2015-137708,22/11/2015,25/11/2015,Second Class,NG-18430,OFF-PA-10000176,37.94,2,0,18.2112,3
4807,CA-2015-137708,22/11/2015,25/11/2015,Second Class,NG-18430,OFF-PA-10000327,42.8,10,0,19.26,8
4808,CA-2015-137708,22/11/2015,25/11/2015,Second Class,NG-18430,OFF-ST-10004634,33.63,3,0,10.089,9
4809,CA-2014-149055,23/11/2014,28/11/2014,Standard Class,PB-19210,OFF-EN-10003040,62.808,3,0.2,21.1977,4
4810,CA-2015-151589,27/12/2015,30/12/2015,First Class,RE-19450,OFF-PA-10003228,195.64,4,0,91.9508,6
4811,CA-2015-151589,27/12/2015,30/12/2015,First Class,RE-19450,TEC-PH-10004345,239.9,2,0,71.97,8
4812,CA-2016-121370,14/11/2016,19/11/2016,Second Class,EB-14110,FUR-CH-10000785,380.058,3,0.3,-21.7176,8
4813,CA-2016-121370,14/11/2016,19/11/2016,Second Class,EB-14110,TEC-CO-10004115,1199.976,4,0.4,179.9964,9
4814,CA-2016-121370,14/11/2016,19/11/2016,Second Class,EB-14110,FUR-FU-10002813,48.576,3,0.2,9.7152,5
4815,CA-2016-111696,8/5/2016,10/5/2016,First Class,TB-21625,OFF-PA-10002751,17.94,3,0,8.073,6
4816,CA-2014-139598,26/12/2014,31/12/2014,Standard Class,MG-17695,OFF-PA-10004569,18.264,3,0.2,6.1641,8
4817,CA-2014-139598,26/12/2014,31/12/2014,Standard Class,MG-17695,OFF-AP-10002998,34.656,2,0.2,5.6316,6
4818,CA-2014-139598,26/12/2014,31/12/2014,Standard Class,MG-17695,OFF-AP-10003287,81.552,2,0.2,8.1552,6
4819,CA-2014-139598,26/12/2014,31/12/2014,Standard Class,MG-17695,OFF-ST-10001370,227.136,4,0.2,-42.588,5
4820,CA-2017-117436,8/6/2017,14/6/2017,Standard Class,LW-17125,OFF-BI-10004040,10.36,2,0,5.0764,1
4821,CA-2015-140025,7/4/2015,11/4/2015,Standard Class,PF-19120,OFF-AP-10002651,463.248,8,0.8,-1181.2824,5
4822,CA-2015-140025,7/4/2015,11/4/2015,Standard Class,PF-19120,TEC-AC-10002402,383.952,6,0.2,47.994,1
4823,CA-2016-134222,10/7/2016,11/7/2016,Same Day,NZ-18565,OFF-BI-10001658,44.856,6,0.7,-35.8848,8
4824,CA-2016-140018,21/11/2016,26/11/2016,Standard Class,CK-12205,TEC-MA-10000752,30.345,7,0.7,-24.276,1
4825,CA-2016-140018,21/11/2016,26/11/2016,Standard Class,CK-12205,FUR-CH-10003817,127.554,3,0.3,-9.111,1
4826,CA-2016-140018,21/11/2016,26/11/2016,Standard Class,CK-12205,FUR-FU-10001876,77.952,3,0.2,15.5904,6
4827,US-2017-136707,12/11/2017,15/11/2017,First Class,JE-15610,OFF-BI-10003460,14.016,4,0.2,4.9056,8
